UNIXTIME;Дата;Время;H2;T2
1680140220;30.03.2023;07:37:00;49.67;13.85
1680140520;30.03.2023;07:42:00;50.18;13.89
1680140820;30.03.2023;07:47:00;49.54;13.95
1680141120;30.03.2023;07:52:00;51.39;14.06
1680141420;30.03.2023;07:57:00;50.16;14.06
1680142020;30.03.2023;08:07:00;50.54;14.08
1680142320;30.03.2023;08:12:00;50.64;14.14
1680142920;30.03.2023;08:22:00;51.27;14.47
1680143520;30.03.2023;08:32:00;49.11;14.85
1680143820;30.03.2023;08:37:00;49.24;14.96
1680144360;30.03.2023;08:46:00;48.59;15.25
1680144720;30.03.2023;08:52:00;48.16;15.44
1680145320;30.03.2023;09:02:00;47.3;15.77
1680145920;30.03.2023;09:12:00;47;15.9
1680146220;30.03.2023;09:17:00;47.44;15.81
1680146520;30.03.2023;09:22:00;47.55;15.78
1680147060;30.03.2023;09:31:00;47.97;15.78
1680147420;30.03.2023;09:37:00;47.78;15.89
1680147720;30.03.2023;09:42:00;47.27;16.19
1680148020;30.03.2023;09:47:00;46.99;16.63
1680148320;30.03.2023;09:52:00;46.87;16.81
1680148620;30.03.2023;09:57:00;46.7;16.76
1680149160;30.03.2023;10:06:00;47.24;16.53
1680149520;30.03.2023;10:12:00;47.7;16.51
1680149820;30.03.2023;10:17:00;47.74;16.51
1680150360;30.03.2023;10:26:00;47.54;16.75
1680150720;30.03.2023;10:32:00;47.44;16.93
1680151320;30.03.2023;10:42:00;46.78;17.26
1680151920;30.03.2023;10:52:00;46.38;17.65
1680152460;30.03.2023;11:01:00;46.15;17.51
1680152820;30.03.2023;11:07:00;46.18;17.49
1680153120;30.03.2023;11:12:00;46.12;17.63
1680153420;30.03.2023;11:17:00;45.73;17.63
1680153720;30.03.2023;11:22:00;45.88;17.48
1680154020;30.03.2023;11:27:00;45.84;17.34
1680154620;30.03.2023;11:37:00;45.46;17.42
1680154920;30.03.2023;11:42:00;45.17;17.39
1680155460;30.03.2023;11:51:00;44.8;17.34
1680155760;30.03.2023;11:56:00;45.01;17.39
1680156060;30.03.2023;12:01:00;44.77;17.39
1680156720;30.03.2023;12:12:00;43.55;17.24
1680157260;30.03.2023;12:21:00;44.18;17.17
1680157560;30.03.2023;12:26:00;44.43;17.15
1680157920;30.03.2023;12:32:00;44.58;17.11
1680158520;30.03.2023;12:42:00;44.35;16.92
1680159120;30.03.2023;12:52:00;44.66;16.71
1680159720;30.03.2023;13:02:00;44.85;16.46
1680160020;30.03.2023;13:07:00;49.04;16.24
1680160800;30.03.2023;13:20:00;50.72;14.99
1680161100;30.03.2023;13:25:00;50.74;14.64
1680161700;30.03.2023;13:35:00;50.58;14.45
1680162000;30.03.2023;13:40:00;51.44;14.31
1680162300;30.03.2023;13:45:00;51.31;14.18
1680162600;30.03.2023;13:50:00;51.5;14.09
1680162960;30.03.2023;13:56:00;51.97;14.04
1680163500;30.03.2023;14:05:00;54.51;13.71
1680163800;30.03.2023;14:10:00;54.76;13.63
1680164100;30.03.2023;14:15:00;55.16;13.52
1680164400;30.03.2023;14:20:00;55.62;13.42
1680164700;30.03.2023;14:25:00;55.79;13.29
1680165240;30.03.2023;14:34:00;55.89;13.13
1680165600;30.03.2023;14:40:00;55.92;13.1
1680165960;30.03.2023;14:46:00;56.19;13.12
1680166500;30.03.2023;14:55:00;56.17;13.05
1680166800;30.03.2023;15:00:00;57.43;13.04
1680167400;30.03.2023;15:10:00;58.45;12.78
1680167700;30.03.2023;15:15:00;59.07;12.69
1680168000;30.03.2023;15:20:00;59.99;12.57
1680168600;30.03.2023;15:30:00;60.75;12.44
1680168900;30.03.2023;15:35:00;61.26;12.39
1680169200;30.03.2023;15:40:00;62.44;12.22
1680169560;30.03.2023;15:46:00;62.81;12.08
1680170100;30.03.2023;15:55:00;63.6;11.77
1680170400;30.03.2023;16:00:00;64.43;11.66
1680171000;30.03.2023;16:10:00;65.62;11.42
1680171300;30.03.2023;16:15:00;66.76;11.28
1680172080;30.03.2023;16:28:00;68.02;10.97
1680172380;30.03.2023;16:33:00;68.96;10.92
1680172680;30.03.2023;16:38:00;70.9;10.84
1680173280;30.03.2023;16:48:00;70.06;10.68
1680173640;30.03.2023;16:54:00;71.23;10.65
1680173880;30.03.2023;16:58:00;70.96;10.66
1680174360;30.03.2023;17:06:00;70.77;10.66
1680174960;30.03.2023;17:16:00;70.95;10.69
1680175680;30.03.2023;17:28:00;70.71;10.73
1680176280;30.03.2023;17:38:00;70.8;10.84
1680176580;30.03.2023;17:43:00;70.31;10.88
1680176880;30.03.2023;17:48:00;70.04;10.97
1680177420;30.03.2023;17:57:00;69.51;11.01
1680177780;30.03.2023;18:03:00;69.88;11.08
1680178080;30.03.2023;18:08:00;69.74;11.12
1680178620;30.03.2023;18:17:00;69.87;11.22
1680178920;30.03.2023;18:22:00;68.86;11.31
1680179220;30.03.2023;18:27:00;69.36;11.45
1680179520;30.03.2023;18:32:00;68.91;11.42
1680180300;30.03.2023;18:45:00;68.8;11.39
1680180540;30.03.2023;18:49:00;69.08;11.31
1680180840;30.03.2023;18:54:00;69.22;11.16
1680181200;30.03.2023;19:00:00;69.75;11.1
1680181500;30.03.2023;19:05:00;70.17;11
1680182040;30.03.2023;19:14:00;70.56;10.84
1680182400;30.03.2023;19:20:00;70.8;10.81
1680182700;30.03.2023;19:25:00;70.85;10.77
1680183000;30.03.2023;19:30:00;70.85;10.73
1680183300;30.03.2023;19:35:00;71.1;10.73
1680183840;30.03.2023;19:44:00;71.18;10.69
1680184200;30.03.2023;19:50:00;71.14;10.69
1680184500;30.03.2023;19:55:00;70.99;10.66
1680184800;30.03.2023;20:00:00;71.16;10.68
1680185340;30.03.2023;20:09:00;71.27;10.73
1680185700;30.03.2023;20:15:00;71.28;10.75
1680186300;30.03.2023;20:25:00;71.27;10.8
1680186900;30.03.2023;20:35:00;71.46;10.84
1680187200;30.03.2023;20:40:00;71.36;10.9
1680187500;30.03.2023;20:45:00;71.3;10.93
1680188040;30.03.2023;20:54:00;71.15;11.05
1680188400;30.03.2023;21:00:00;70.32;11.11
1680188700;30.03.2023;21:05:00;70.58;11.17
1680189000;30.03.2023;21:10:00;70.35;11.23
1680189300;30.03.2023;21:15:00;70.31;11.24
1680189900;30.03.2023;21:25:00;69.14;11.34
1680190440;30.03.2023;21:34:00;68.64;11.49
1680191040;30.03.2023;21:44:00;68.53;11.57
1680191340;30.03.2023;21:49:00;68.37;11.63
1680191700;30.03.2023;21:55:00;68.19;11.66
1680192300;30.03.2023;22:05:00;67.96;11.69
1680192900;30.03.2023;22:15:00;67.7;11.7
1680193440;30.03.2023;22:24:00;67.7;11.68
1680193740;30.03.2023;22:29:00;67.69;11.6
1680194100;30.03.2023;22:35:00;67.9;11.53
1680194700;30.03.2023;22:45:00;68.49;11.26
1680195000;30.03.2023;22:50:00;68.77;11
1680195300;30.03.2023;22:55:00;69.22;10.72
1680195600;30.03.2023;23:00:00;69.49;10.44
1680195840;30.03.2023;23:04:00;70.4;10.21
1680196200;30.03.2023;23:10:00;70.91;9.97
1680196500;30.03.2023;23:15:00;71.91;9.75
1680196800;30.03.2023;23:20:00;72.1;9.6
1680197400;30.03.2023;23:30:00;72.14;9.32
1680198000;30.03.2023;23:40:00;72.28;9.14
1680198540;30.03.2023;23:49:00;72.02;9.04
1680198900;30.03.2023;23:55:00;72.14;9.09
1680199440;31.03.2023;00:04:00;72;9.17
1680200040;31.03.2023;00:14:00;71.76;9.3
1680200640;31.03.2023;00:24:00;71.76;9.45
1680201000;31.03.2023;00:30:00;71.59;9.51
1680201300;31.03.2023;00:35:00;71.44;9.52
1680201600;31.03.2023;00:40:00;71.42;9.53
1680201900;31.03.2023;00:45:00;71.41;9.45
1680202200;31.03.2023;00:50:00;71.33;9.36
1680202500;31.03.2023;00:55:00;71.58;9.26
1680202800;31.03.2023;01:00:00;71.81;9.11
1680203100;31.03.2023;01:05:00;71.8;9.02
1680203400;31.03.2023;01:10:00;72.22;8.95
1680203940;31.03.2023;01:19:00;72.58;8.73
1680204240;31.03.2023;01:24:00;72.52;8.68
1680204600;31.03.2023;01:30:00;72.45;8.61
1680204900;31.03.2023;01:35:00;72.51;8.57
1680205500;31.03.2023;01:45:00;72.56;8.5
1680206100;31.03.2023;01:55:00;72.58;8.37
1680206580;31.03.2023;02:03:00;72.73;8.28
1680207180;31.03.2023;02:13:00;72.44;8.26
1680207720;31.03.2023;02:22:00;73.06;8.12
1680208080;31.03.2023;02:28:00;73.83;8.04
1680208320;31.03.2023;02:32:00;73.1;7.97
1680208680;31.03.2023;02:38:00;73.81;7.83
1680208980;31.03.2023;02:43:00;73.83;7.78
1680209280;31.03.2023;02:48:00;74.2;7.8
1680209580;31.03.2023;02:53:00;74.46;7.88
1680209880;31.03.2023;02:58:00;74.51;7.96
1680210480;31.03.2023;03:08:00;73.89;8.15
1680210780;31.03.2023;03:13:00;73.52;8.2
1680211080;31.03.2023;03:18:00;73.29;8.15
1680211380;31.03.2023;03:23:00;73.29;8.1
1680211980;31.03.2023;03:33:00;73.5;7.98
1680212280;31.03.2023;03:38:00;73.56;7.91
1680212880;31.03.2023;03:48:00;73.5;7.93
1680213180;31.03.2023;03:53:00;73.55;7.94
1680213480;31.03.2023;03:58:00;73.48;7.98
1680213780;31.03.2023;04:03:00;73.28;8.05
1680214080;31.03.2023;04:08:00;73.18;8.14
1680214560;31.03.2023;04:16:00;73.09;8.23
1680214980;31.03.2023;04:23:00;72.92;8.24
1680215280;31.03.2023;04:28:00;72.95;8.25
1680215880;31.03.2023;04:38:00;73.05;8.29
1680216180;31.03.2023;04:43:00;73.09;8.27
1680216480;31.03.2023;04:48:00;73.16;8.26
1680216720;31.03.2023;04:52:00;73.19;8.25
1680217080;31.03.2023;04:58:00;73.4;8.27
1680217680;31.03.2023;05:08:00;73;8.38
1680217980;31.03.2023;05:13:00;73.21;8.39
1680218280;31.03.2023;05:18:00;73.08;8.33
1680218520;31.03.2023;05:22:00;73.36;8.27
1680218880;31.03.2023;05:28:00;73.72;8.05
1680219180;31.03.2023;05:33:00;73.96;7.9
1680219480;31.03.2023;05:38:00;74.37;7.71
1680219780;31.03.2023;05:43:00;74.5;7.53
1680220320;31.03.2023;05:52:00;76.21;7.34
1680220620;31.03.2023;05:57:00;75.9;7.26
1680220920;31.03.2023;06:02:00;75.6;7.15
1680221220;31.03.2023;06:07:00;75.76;7
1680221580;31.03.2023;06:13:00;76.11;6.84
1680222120;31.03.2023;06:22:00;76.1;6.64
1680222480;31.03.2023;06:28:00;75.96;6.69
1680222780;31.03.2023;06:33:00;76.08;6.7
1680223080;31.03.2023;06:38:00;75.27;6.69
1680223500;31.03.2023;06:45:00;75.34;6.77
1680223980;31.03.2023;06:53:00;75.27;6.83
1680224580;31.03.2023;07:03:00;75.51;6.77
1680225180;31.03.2023;07:13:00;75.45;6.9
1680225420;31.03.2023;07:17:00;75.32;6.97
1680225720;31.03.2023;07:22:00;75.17;7.07
1680226080;31.03.2023;07:28:00;75.2;7.27
1680226680;31.03.2023;07:38:00;74.36;7.7
1680226980;31.03.2023;07:43:00;73.92;7.93
1680227280;31.03.2023;07:48:00;73.34;8.2
1680227580;31.03.2023;07:53:00;72.73;8.61
1680228420;31.03.2023;08:07:00;71.09;9.3
1680228720;31.03.2023;08:12:00;70.41;9.59
1680229320;31.03.2023;08:22:00;69.11;10.21
1680229860;31.03.2023;08:31:00;68.45;10.84
1680230160;31.03.2023;08:36:00;67.89;10.98
1680230460;31.03.2023;08:41:00;67.95;11.12
1680230940;31.03.2023;08:49:00;67.86;11.23
1680231540;31.03.2023;08:59:00;69.1;11.43
1680232140;31.03.2023;09:09:00;69.28;10.91
1680232740;31.03.2023;09:19:00;70.27;10.29
1680233580;31.03.2023;09:33:00;72.74;8.95
1680233940;31.03.2023;09:39:00;74.42;8.49
1680234540;31.03.2023;09:49:00;74.91;7.77
1680234840;31.03.2023;09:54:00;74.97;7.28
1680235440;31.03.2023;10:04:00;75.27;6.69
1680235740;31.03.2023;10:09:00;75.75;6.4
1680236040;31.03.2023;10:14:00;75.98;6.3
1680236340;31.03.2023;10:19:00;75.76;6.62
1680236640;31.03.2023;10:24:00;74.69;6.88
1680237180;31.03.2023;10:33:00;72.81;7.29
1680237840;31.03.2023;10:44:00;72.87;6.94
1680238140;31.03.2023;10:49:00;73.07;6.69
1680238440;31.03.2023;10:54:00;73.95;6.4
1680238980;31.03.2023;11:03:00;74.25;6.03
1680239520;31.03.2023;11:12:00;74.12;6.07
1680239820;31.03.2023;11:17:00;74.23;6.15
1680240120;31.03.2023;11:22:00;74.07;6.08
1680240720;31.03.2023;11:32:00;74.5;5.96
1680241200;31.03.2023;11:40:00;74.38;5.76
1680241500;31.03.2023;11:45:00;74.83;5.65
1680241860;31.03.2023;11:51:00;75.1;5.58
1680242700;31.03.2023;12:05:00;74.05;6.4
1680243000;31.03.2023;12:10:00;73.58;6.87
1680243300;31.03.2023;12:15:00;72.64;7.23
1680243600;31.03.2023;12:20:00;71.7;7.61
1680243900;31.03.2023;12:25:00;71.77;7.53
1680244200;31.03.2023;12:30:00;72.07;7.39
1680244800;31.03.2023;12:40:00;72.22;7.25
1680245100;31.03.2023;12:45:00;72.1;7.11
1680245700;31.03.2023;12:55:00;72.3;7.07
1680246300;31.03.2023;13:05:00;72.17;6.91
1680246780;31.03.2023;13:13:00;72.89;6.39
1680247080;31.03.2023;13:18:00;73.43;6.09
1680247500;31.03.2023;13:25:00;74.45;5.67
1680247800;31.03.2023;13:30:00;74.92;5.36
1680248100;31.03.2023;13:35:00;75.4;5.18
1680248640;31.03.2023;13:44:00;76.64;4.99
1680248940;31.03.2023;13:49:00;77.04;4.86
1680249540;31.03.2023;13:59:00;77.59;4.65
1680249900;31.03.2023;14:05:00;77.53;4.53
1680250200;31.03.2023;14:10:00;77.4;4.53
1680250800;31.03.2023;14:20:00;77.22;4.71
1680251100;31.03.2023;14:25:00;77.46;4.65
1680251400;31.03.2023;14:30:00;77.29;4.75
1680252300;31.03.2023;14:45:00;77.64;4.71
1680252900;31.03.2023;14:55:00;77.54;4.75
1680253500;31.03.2023;15:05:00;77.52;4.71
1680254100;31.03.2023;15:15:00;78.18;4.51
1680254580;31.03.2023;15:23:00;78.43;4.5
1680255000;31.03.2023;15:30:00;78.62;4.4
1680255600;31.03.2023;15:40:00;78.81;4.42
1680255900;31.03.2023;15:45:00;79.22;4.37
1680256380;31.03.2023;15:53:00;79.38;4.18
1680256980;31.03.2023;16:03:00;79.05;4.16
1680257580;31.03.2023;16:13:00;79.61;4.13
1680258060;31.03.2023;16:21:00;79.21;4.23
1680258480;31.03.2023;16:28:00;78.79;4.3
1680258780;31.03.2023;16:33:00;78.35;4.48
1680259380;31.03.2023;16:43:00;76.7;4.88
1680259980;31.03.2023;16:53:00;75.13;5.25
1680260580;31.03.2023;17:03:00;73.52;5.54
1680261060;31.03.2023;17:11:00;73.42;5.7
1680261420;31.03.2023;17:17:00;72.8;5.85
1680261960;31.03.2023;17:26:00;71.62;6.09
1680262320;31.03.2023;17:32:00;71.37;6.21
1680262620;31.03.2023;17:37:00;70.46;6.33
1680263160;31.03.2023;17:46:00;68.9;6.61
1680263760;31.03.2023;17:56:00;67.44;6.96
1680264360;31.03.2023;18:06:00;66.87;7.18
1680264660;31.03.2023;18:11:00;66.48;7.17
1680265260;31.03.2023;18:21:00;65.93;7.03
1680265560;31.03.2023;18:26:00;65.59;6.95
1680265860;31.03.2023;18:31:00;66.02;6.87
1680266160;31.03.2023;18:36:00;65.97;6.83
1680266520;31.03.2023;18:42:00;66.17;6.79
1680266820;31.03.2023;18:47:00;66.04;6.73
1680267360;31.03.2023;18:56:00;64.83;6.63
1680267660;31.03.2023;19:01:00;62.55;6.57
1680268020;31.03.2023;19:07:00;63.25;6.53
1680268320;31.03.2023;19:12:00;64.48;6.5
1680268860;31.03.2023;19:21:00;65.65;6.37
1680269460;31.03.2023;19:31:00;66.62;6.32
1680269760;31.03.2023;19:36:00;66.28;6.23
1680270120;31.03.2023;19:42:00;66.33;6.19
1680270720;31.03.2023;19:52:00;66.75;6.21
1680271260;31.03.2023;20:01:00;66.48;6.22
1680271860;31.03.2023;20:11:00;63.77;6.17
1680272160;31.03.2023;20:16:00;63.28;6.17
1680272460;31.03.2023;20:21:00;63.41;6.11
1680272760;31.03.2023;20:26:00;63.02;6.07
1680273360;31.03.2023;20:36:00;63.28;5.99
1680273660;31.03.2023;20:41:00;63.57;5.92
1680274260;31.03.2023;20:51:00;62.84;5.75
1680274860;31.03.2023;21:01:00;61.64;5.55
1680275160;31.03.2023;21:06:00;62.21;5.43
1680275760;31.03.2023;21:16:00;49.89;4.93
1680276060;31.03.2023;21:21:00;49.69;4.75
1680276360;31.03.2023;21:26:00;47.08;4.62
1680276660;31.03.2023;21:31:00;48.1;4.45
1680276960;31.03.2023;21:36:00;48.48;4.4
1680277260;31.03.2023;21:41:00;47.25;4.3
1680277560;31.03.2023;21:46:00;48.19;4.16
1680278160;31.03.2023;21:56:00;47.93;3.7
1680278460;31.03.2023;22:01:00;47.33;3.48
1680278760;31.03.2023;22:06:00;48.03;3.3
1680279060;31.03.2023;22:11:00;50.97;3.11
1680279660;31.03.2023;22:21:00;51.79;2.87
1680280020;31.03.2023;22:27:00;52.73;2.73
1680280440;31.03.2023;22:34:00;54.06;2.54
1680280800;31.03.2023;22:40:00;54.69;2.37
1680281160;31.03.2023;22:46:00;55.57;2.22
1680281460;31.03.2023;22:51:00;55.7;2.1
1680281760;31.03.2023;22:56:00;56.58;2
1680282360;31.03.2023;23:06:00;57.43;1.79
1680282900;31.03.2023;23:15:00;58.29;1.61
1680283200;31.03.2023;23:20:00;57.56;1.54
1680283860;31.03.2023;23:31:00;56.73;1.34
1680284460;31.03.2023;23:41:00;56.84;1.17
1680284760;31.03.2023;23:46:00;58.45;1.06
1680285300;31.03.2023;23:55:00;60.39;0.88
1680285600;01.04.2023;00:00:00;59.92;0.73
1680285900;01.04.2023;00:05:00;61.11;0.67
1680286200;01.04.2023;00:10:00;61.79;0.56
1680287100;01.04.2023;00:25:00;62.81;0.35
1680287460;01.04.2023;00:31:00;63.02;0.3
1680288000;01.04.2023;00:40:00;62.24;0.32
1680288600;01.04.2023;00:50:00;63.25;0.34
1680288960;01.04.2023;00:56:00;64.28;0.32
1680289200;01.04.2023;01:00:00;65.28;0.29
1680289740;01.04.2023;01:09:00;66.01;0.22
1680290100;01.04.2023;01:15:00;66.55;0.15
1680290400;01.04.2023;01:20:00;66.87;0.08
1680290700;01.04.2023;01:25:00;67.14;0.04
1680291180;01.04.2023;01:33:00;67.97;-0.03
1680291540;01.04.2023;01:39:00;68.02;-0.07
1680292320;01.04.2023;01:52:00;68.57;-0.23
1680292620;01.04.2023;01:57:00;68.88;-0.32
1680292920;01.04.2023;02:02:00;69.16;-0.36
1680293220;01.04.2023;02:07:00;69.38;-0.37
1680293880;01.04.2023;02:18:00;69.72;-0.43
1680294420;01.04.2023;02:27:00;70.07;-0.45
1680294720;01.04.2023;02:32:00;70.17;-0.5
1680295020;01.04.2023;02:37:00;70.25;-0.53
1680295620;01.04.2023;02:47:00;69.63;-0.49
1680296160;01.04.2023;02:56:00;65.71;-0.55
1680296460;01.04.2023;03:01:00;62.24;-0.68
1680297000;01.04.2023;03:10:00;61.4;-0.93
1680297300;01.04.2023;03:15:00;61.76;-1.07
1680297600;01.04.2023;03:20:00;60.96;-1.17
1680297960;01.04.2023;03:26:00;61.41;-1.25
1680298500;01.04.2023;03:35:00;60.72;-1.41
1680299100;01.04.2023;03:45:00;61.24;-1.55
1680299400;01.04.2023;03:50:00;61.84;-1.68
1680299700;01.04.2023;03:55:00;61.84;-1.81
1680300000;01.04.2023;04:00:00;63.02;-1.92
1680300780;01.04.2023;04:13:00;65.69;-2.07
1680301080;01.04.2023;04:18:00;67.32;-2.08
1680301380;01.04.2023;04:23:00;68.15;-2.11
1680301680;01.04.2023;04:28:00;69.46;-2.13
1680301980;01.04.2023;04:33:00;66.94;-2.14
1680302280;01.04.2023;04:38:00;66.46;-2.16
1680303180;01.04.2023;04:53:00;66.1;-2.46
1680303480;01.04.2023;04:58:00;67.05;-2.5
1680303780;01.04.2023;05:03:00;67.61;-2.53
1680304380;01.04.2023;05:13:00;66.19;-2.53
1680304680;01.04.2023;05:18:00;62.8;-2.48
1680305280;01.04.2023;05:28:00;62.69;-2.47
1680305580;01.04.2023;05:33:00;63.59;-2.56
1680305880;01.04.2023;05:38:00;64.15;-2.62
1680306180;01.04.2023;05:43:00;66.36;-2.68
1680306660;01.04.2023;05:51:00;66.66;-2.78
1680306960;01.04.2023;05:56:00;67.12;-2.83
1680307560;01.04.2023;06:06:00;67.14;-2.92
1680308160;01.04.2023;06:16:00;70.04;-2.95
1680308580;01.04.2023;06:23:00;70.93;-2.93
1680309240;01.04.2023;06:34:00;71.86;-2.94
1680309540;01.04.2023;06:39:00;71.79;-2.93
1680309900;01.04.2023;06:45:00;72.18;-2.89
1680310200;01.04.2023;06:50:00;72.45;-2.85
1680310560;01.04.2023;06:56:00;72.59;-2.77
1680311160;01.04.2023;07:06:00;72.57;-2.61
1680311760;01.04.2023;07:16:00;72.24;-2.29
1680312360;01.04.2023;07:26:00;71.64;-1.94
1680312660;01.04.2023;07:31:00;71.25;-1.72
1680313260;01.04.2023;07:41:00;67.85;-1.19
1680313560;01.04.2023;07:46:00;65.74;-0.94
1680313800;01.04.2023;07:50:00;64.02;-0.74
1680314460;01.04.2023;08:01:00;63.66;-0.5
1680314760;01.04.2023;08:06:00;63.65;-0.47
1680315060;01.04.2023;08:11:00;63.28;-0.41
1680315600;01.04.2023;08:20:00;62.39;-0.35
1680315900;01.04.2023;08:25:00;61.87;-0.32
1680316200;01.04.2023;08:30:00;61.36;-0.29
1680316800;01.04.2023;08:40:00;61.13;-0.02
1680317400;01.04.2023;08:50:00;60.43;0.34
1680317700;01.04.2023;08:55:00;59.86;0.54
1680318300;01.04.2023;09:05:00;57.81;1.05
1680318900;01.04.2023;09:15:00;53.34;1.46
1680319200;01.04.2023;09:20:00;53.74;1.6
1680319800;01.04.2023;09:30:00;52.58;2
1680320100;01.04.2023;09:35:00;51.8;2.29
1680320400;01.04.2023;09:40:00;51.26;2.53
1680320700;01.04.2023;09:45:00;51.27;2.79
1680321300;01.04.2023;09:55:00;50.76;3.28
1680321900;01.04.2023;10:05:00;51.03;3.67
1680322260;01.04.2023;10:11:00;49.92;3.86
1680322800;01.04.2023;10:20:00;51.38;4.26
1680323100;01.04.2023;10:25:00;50.81;4.33
1680323400;01.04.2023;10:30:00;50.79;4.45
1680323700;01.04.2023;10:35:00;50.7;4.5
1680324000;01.04.2023;10:40:00;50.23;4.64
1680324300;01.04.2023;10:45:00;49.57;4.64
1680324600;01.04.2023;10:50:00;50.21;4.8
1680324900;01.04.2023;10:55:00;49.35;4.85
1680325440;01.04.2023;11:04:00;48.42;4.93
1680325860;01.04.2023;11:11:00;49.01;5.16
1680326160;01.04.2023;11:16:00;48.85;5.28
1680326400;01.04.2023;11:20:00;49.56;5.45
1680327000;01.04.2023;11:30:00;48.88;5.7
1680327300;01.04.2023;11:35:00;48.99;5.85
1680327600;01.04.2023;11:40:00;48.61;5.99
1680327960;01.04.2023;11:46:00;47.72;6.2
1680328200;01.04.2023;11:50:00;47.53;6.4
1680328500;01.04.2023;11:55:00;47.69;6.54
1680329160;01.04.2023;12:06:00;46.49;6.59
1680329400;01.04.2023;12:10:00;47.02;6.73
1680329700;01.04.2023;12:15:00;47.33;6.83
1680330300;01.04.2023;12:25:00;45.91;7.12
1680330600;01.04.2023;12:30:00;47.16;7.36
1680331200;01.04.2023;12:40:00;45;7.41
1680331500;01.04.2023;12:45:00;45.81;7.47
1680331800;01.04.2023;12:50:00;45.05;7.59
1680332100;01.04.2023;12:55:00;44.94;7.73
1680332400;01.04.2023;13:00:00;43.68;7.79
1680332700;01.04.2023;13:05:00;43.89;7.77
1680333000;01.04.2023;13:10:00;43.62;7.86
1680333300;01.04.2023;13:15:00;43.6;7.93
1680333900;01.04.2023;13:25:00;42.07;8.35
1680334200;01.04.2023;13:30:00;42.25;8.48
1680334800;01.04.2023;13:40:00;42.08;8.66
1680335400;01.04.2023;13:50:00;42.6;8.87
1680335700;01.04.2023;13:55:00;40.89;8.85
1680336060;01.04.2023;14:01:00;41.17;8.87
1680336300;01.04.2023;14:05:00;40.87;8.98
1680336900;01.04.2023;14:15:00;40.77;9.31
1680337200;01.04.2023;14:20:00;41.18;9.47
1680337560;01.04.2023;14:26:00;41.21;9.62
1680338100;01.04.2023;14:35:00;40.74;9.63
1680338400;01.04.2023;14:40:00;40.24;9.79
1680338700;01.04.2023;14:45:00;38.39;9.95
1680339000;01.04.2023;14:50:00;39.41;9.99
1680339540;01.04.2023;14:59:00;38.99;10.19
1680339840;01.04.2023;15:04:00;39;10.29
1680340380;01.04.2023;15:13:00;38.98;10.39
1680340680;01.04.2023;15:18:00;38.68;10.68
1680340980;01.04.2023;15:23:00;37.66;10.64
1680341280;01.04.2023;15:28:00;36.88;10.56
1680341820;01.04.2023;15:37:00;36.74;10.73
1680342180;01.04.2023;15:43:00;38.33;10.87
1680342480;01.04.2023;15:48:00;37.12;11
1680343080;01.04.2023;15:58:00;36.56;10.97
1680343380;01.04.2023;16:03:00;37.2;10.99
1680343980;01.04.2023;16:13:00;35.29;11.15
1680344280;01.04.2023;16:18:00;36.23;11.07
1680344580;01.04.2023;16:23:00;36.41;11.1
1680344880;01.04.2023;16:28:00;36.21;11.13
1680345420;01.04.2023;16:37:00;35.12;10.91
1680345780;01.04.2023;16:43:00;37.04;10.93
1680346080;01.04.2023;16:48:00;36.02;10.93
1680346380;01.04.2023;16:53:00;36.01;10.71
1680346680;01.04.2023;16:58:00;36.85;10.71
1680347280;01.04.2023;17:08:00;34.83;10.48
1680347880;01.04.2023;17:18:00;34.34;11.44
1680348480;01.04.2023;17:28:00;35.03;11.07
1680348780;01.04.2023;17:33:00;34.86;10.72
1680349080;01.04.2023;17:38:00;35.87;10.32
1680349680;01.04.2023;17:48:00;36.16;9.8
1680350280;01.04.2023;17:58:00;35.07;9.35
1680350880;01.04.2023;18:08:00;36.26;8.81
1680351480;01.04.2023;18:18:00;37.25;8.28
1680351780;01.04.2023;18:23:00;36.33;8.06
1680352380;01.04.2023;18:33:00;36.77;7.51
1680352980;01.04.2023;18:43:00;38.06;7.04
1680353280;01.04.2023;18:48:00;37.11;6.78
1680353580;01.04.2023;18:53:00;38.22;6.49
1680354180;01.04.2023;19:03:00;38.86;6.07
1680355020;01.04.2023;19:17:00;39.52;5.38
1680355560;01.04.2023;19:26:00;41.48;4.82
1680356160;01.04.2023;19:36:00;42.52;4.35
1680356520;01.04.2023;19:42:00;42.86;4.1
1680356760;01.04.2023;19:46:00;43.47;3.9
1680357060;01.04.2023;19:51:00;44.07;3.7
1680357360;01.04.2023;19:56:00;44.68;3.54
1680357660;01.04.2023;20:01:00;45.31;3.38
1680357960;01.04.2023;20:06:00;45.8;3.2
1680358500;01.04.2023;20:15:00;46.18;3
1680358920;01.04.2023;20:22:00;46.91;2.84
1680359460;01.04.2023;20:31:00;47.81;2.63
1680359820;01.04.2023;20:37:00;48.76;2.5
1680360420;01.04.2023;20:47:00;49.87;2.25
1680360720;01.04.2023;20:52:00;50.42;2.11
1680361260;01.04.2023;21:01:00;50.92;1.9
1680361860;01.04.2023;21:11:00;51.37;1.73
1680362340;01.04.2023;21:19:00;51.53;1.58
1680362700;01.04.2023;21:25:00;51.26;1.48
1680363240;01.04.2023;21:34:00;51.1;1.35
1680363600;01.04.2023;21:40:00;50.52;1.27
1680364140;01.04.2023;21:49:00;50.39;1.15
1680364500;01.04.2023;21:55:00;50.45;1.07
