1671044400;15.12.2022;01:00:00;-10.2;82.65;707.81;-9.91
1671048000;15.12.2022;02:00:00;-10.83;82.93;707.88;-10.55
1671051600;15.12.2022;03:00:00;-10.92;82.45;708.05;-10.62
1671055200;15.12.2022;04:00:00;-11.67;82.4;708.04;-11.38
1671058800;15.12.2022;05:00:00;-12.05;82.35;708.18;-11.74
1671062400;15.12.2022;06:00:00;-12.52;80.46;708.24;-12.21
1671066000;15.12.2022;07:00:00;-12.73;80.81;708.38;-12.42
1671069600;15.12.2022;08:00:00;-12.87;80.53;708.55;-12.55
1671073200;15.12.2022;09:00:00;-10.19;75.73;708.66;-9.98
1671076800;15.12.2022;10:00:00;-7.04;68.79;708.74;-6.97
1671080400;15.12.2022;11:00:00;-6.95;71.34;708.55;-6.68
1671084000;15.12.2022;12:00:00;-5.2;65.83;708.2;-4.92
1671087600;15.12.2022;13:00:00;-3.99;61.28;707.95;-3.72
1671091200;15.12.2022;14:00:00;-3.6;59.21;707.98;-3.38
1671094800;15.12.2022;15:00:00;-3.45;59.25;708.05;-3.22
1671098400;15.12.2022;16:00:00;-3.93;61.2;708.2;-3.68
1671102000;15.12.2022;17:00:00;-6.16;71.01;708.17;-5.91
1671105600;15.12.2022;18:00:00;-7.71;77.54;708.35;-7.45
1671109200;15.12.2022;19:00:00;-8.5;80.16;708.34;-8.23
1671112800;15.12.2022;20:00:00;-9.01;81.71;708.14;-8.71
1671116400;15.12.2022;21:00:00;-9.49;82.84;707.92;-9.21
1671120000;15.12.2022;22:00:00;-9.82;84.15;707.66;-9.53
1671123600;15.12.2022;23:00:00;-10.11;83.76;707.46;-9.82
1671127200;16.12.2022;00:00:00;-10.38;83.42;707.2;-10.08
1671130800;16.12.2022;01:00:00;-10.52;83.78;706.83;-10.24
1671134400;16.12.2022;02:00:00;-10.59;83.96;706.69;-10.31
1671138000;16.12.2022;03:00:00;-10.65;83.36;706.55;-10.38
1671141600;16.12.2022;04:00:00;-10.56;84.74;706.3;-10.26
1671145200;16.12.2022;05:00:00;-10.51;85.01;706.24;-10.22
1671148800;16.12.2022;06:00:00;-10.57;84.61;706.23;-10.26
1671152400;16.12.2022;07:00:00;-10.5;84.58;706.26;-10.19
1671156000;16.12.2022;08:00:00;-10.37;83.94;706.25;-10.05
1671159600;16.12.2022;09:00:00;-7.09;76.61;706.08;-6.84
1671163200;16.12.2022;10:00:00;-0.7;61.1;705.94;-0.83
1671166800;16.12.2022;11:00:00;-0.79;57.21;705.48;-0.55
1671170400;16.12.2022;12:00:00;0.83;48.65;705.16;1.03
1671174000;16.12.2022;13:00:00;2.11;46.69;704.71;2.32
1671177600;16.12.2022;14:00:00;2.44;48.16;704.66;2.63
1671181200;16.12.2022;15:00:00;1.91;50.13;704.64;2.11
1671184800;16.12.2022;16:00:00;0.45;53.25;704.54;0.66
1671188400;16.12.2022;17:00:00;-2.27;66.99;704.44;-2.06
1671192000;16.12.2022;18:00:00;-3.86;76.34;704.36;-3.63
1671195600;16.12.2022;19:00:00;-4.56;81.14;704.33;-4.31
1671199200;16.12.2022;20:00:00;-5.39;83.62;704.15;-5.14
1671202800;16.12.2022;21:00:00;-5.92;85.41;703.97;-5.66
1671206400;16.12.2022;22:00:00;-6.09;86.77;703.73;-5.84
1671210000;16.12.2022;23:00:00;-6.67;87.26;703.31;-6.41
1671213600;17.12.2022;00:00:00;-6.86;87.37;703;-6.58
1671217200;17.12.2022;01:00:00;-6.86;87.33;702.72;-6.6
1671220800;17.12.2022;02:00:00;-6.74;88.12;702.62;-6.46
1671224400;17.12.2022;03:00:00;-6.46;86.97;702.58;-6.18
1671228000;17.12.2022;04:00:00;-6.2;86.48;702.41;-5.94
1671231600;17.12.2022;05:00:00;-5.95;86.75;702.25;-5.68
1671235200;17.12.2022;06:00:00;-5.42;87.78;702.26;-5.15
1671238800;17.12.2022;07:00:00;-5.05;87.29;702.51;-4.78
1671242400;17.12.2022;08:00:00;-4.92;87.56;702.83;-4.67
1671246000;17.12.2022;09:00:00;-3.34;83.84;703.22;-3.13
1671249600;17.12.2022;10:00:00;3.88;59.26;703.46;3.99
1671253200;17.12.2022;11:00:00;7.51;42.77;703.43;7.68
1671256800;17.12.2022;12:00:00;8.45;39.88;703.63;8.6
1671260400;17.12.2022;13:00:00;7.81;41.31;704.05;7.95
1671264000;17.12.2022;14:00:00;7.46;40.96;704.66;7.62
1671267600;17.12.2022;15:00:00;6.86;40.89;704.96;7.02
1671271200;17.12.2022;16:00:00;5.24;46.27;705.32;5.37
1671274800;17.12.2022;17:00:00;1.64;61.14;705.93;1.82
1671278400;17.12.2022;18:00:00;-0.8;73.38;706.4;-0.56
1671282000;17.12.2022;19:00:00;-1.49;77.87;706.7;-1.25
1671285600;17.12.2022;20:00:00;-1.65;76.11;706.7;-1.41
1671289200;17.12.2022;21:00:00;-2.57;79.93;706.67;-2.34
1671292800;17.12.2022;22:00:00;-3.17;78.04;706.85;-2.94
1671296400;17.12.2022;23:00:00;-4.15;71.25;707.35;-3.93
1671300000;18.12.2022;00:00:00;-5.21;78.55;707.41;-4.96
1671303600;18.12.2022;01:00:00;-5.97;82.92;707.29;-5.71
1671307200;18.12.2022;02:00:00;-6.26;84.22;707.62;-5.99
1671310800;18.12.2022;03:00:00;-6.86;85.43;707.87;-6.6
1671314400;18.12.2022;04:00:00;-7.32;85.91;707.9;-7.04
1671318000;18.12.2022;05:00:00;-7.35;85.96;708;-7.09
1671332400;18.12.2022;09:00:00;-5.24;78.98;709.19;-5
1671336000;18.12.2022;10:00:00;-0.05;60.31;709.48;0.02
1671339600;18.12.2022;11:00:00;-1.08;64.48;709.53;-0.82
1671343200;18.12.2022;12:00:00;-0.14;62.32;709.28;0.08
1671346800;18.12.2022;13:00:00;0.4;60.74;709.28;0.62
1671350400;18.12.2022;14:00:00;0.77;60.24;709.3;1
1671354000;18.12.2022;15:00:00;0.09;62.41;709.55;0.3
1671357600;18.12.2022;16:00:00;-1.17;66.64;709.76;-0.96
1671361200;18.12.2022;17:00:00;-2.58;72.06;709.67;-2.36
1671364800;18.12.2022;18:00:00;-3.84;76.04;709.56;-3.61
1671368400;18.12.2022;19:00:00;-5.44;81.14;709.43;-5.18
1671372000;18.12.2022;20:00:00;-6.36;84.83;709.25;-6.1
1671375600;18.12.2022;21:00:00;-6.98;85.45;709.29;-6.72
1671379200;18.12.2022;22:00:00;-7.51;86.51;709.36;-7.24
1671382800;18.12.2022;23:00:00;-8.01;85.99;709.47;-7.74
1671386400;19.12.2022;00:00:00;-8.57;85.09;709.23;-8.3
1671390000;19.12.2022;01:00:00;-9.05;83.98;708.92;-8.77
1671393600;19.12.2022;02:00:00;-9.34;83.8;708.8;-9.06
1671397200;19.12.2022;03:00:00;-9.62;83.81;708.49;-9.35
1671400800;19.12.2022;04:00:00;-9.87;83.96;708.19;-9.58
1671404400;19.12.2022;05:00:00;-10.2;83.24;708.04;-9.93
1671408000;19.12.2022;06:00:00;-10.29;83.8;708.11;-10
1671411600;19.12.2022;07:00:00;-10.59;83.13;707.92;-10.3
1671415200;19.12.2022;08:00:00;-10.73;82.69;707.87;-10.46
1671418800;19.12.2022;09:00:00;-8.01;79.35;707.94;-7.75
1671422400;19.12.2022;10:00:00;-2.89;67.31;708.09;-2.76
1671426000;19.12.2022;11:00:00;-3.11;73.31;707.7;-2.89
1671429600;19.12.2022;12:00:00;-2;69.36;707.44;-1.77
1671433200;19.12.2022;13:00:00;-1.01;65.42;706.98;-0.78
1671436800;19.12.2022;14:00:00;-0.4;63.83;706.76;-0.18
1671440400;19.12.2022;15:00:00;-0.85;63.32;706.66;-0.66
1671444000;19.12.2022;16:00:00;-1.52;66.14;706.55;-1.31
1671447600;19.12.2022;17:00:00;-3.46;73.64;706.43;-3.22
1671451200;19.12.2022;18:00:00;-5.36;80.29;706.35;-5.12
1671454800;19.12.2022;19:00:00;-6.35;83.23;706.13;-6.09
1671458400;19.12.2022;20:00:00;-6.89;85.32;705.77;-6.62
1671462000;19.12.2022;21:00:00;-7.28;85.58;705.51;-7.01
1671465600;19.12.2022;22:00:00;-8.21;85.22;705;-7.93
1671469200;19.12.2022;23:00:00;-8.77;86.09;704.68;-8.49
1671472800;20.12.2022;00:00:00;-9.32;84.9;704.26;-9.05
1671476400;20.12.2022;01:00:00;-9.57;85.77;703.85;-9.29
1671480000;20.12.2022;02:00:00;-10.1;84.1;703.58;-9.81
1671483600;20.12.2022;03:00:00;-10.27;85.2;703.44;-9.98
1671487200;20.12.2022;04:00:00;-10.3;85.04;703.09;-10.02
1671490800;20.12.2022;05:00:00;-10.57;85.21;702.85;-10.28
1671494400;20.12.2022;06:00:00;-10.72;85.11;702.72;-10.44
1671498000;20.12.2022;07:00:00;-10.92;83.97;702.75;-10.61
1671501600;20.12.2022;08:00:00;-10.41;86.61;702.78;-10.12
1671505200;20.12.2022;09:00:00;-6.64;80.28;702.77;-6.47
1671508800;20.12.2022;10:00:00;-0.83;63.96;702.74;-0.96
1671512400;20.12.2022;11:00:00;-2.54;68.12;702.72;-2.37
1671516000;20.12.2022;12:00:00;-1.15;63.17;702.11;-0.96
1671519600;20.12.2022;13:00:00;0.09;59.02;701.87;0.29
1671523200;20.12.2022;14:00:00;0.68;56.8;701.75;0.88
1671526800;20.12.2022;15:00:00;1.25;55.72;701.77;1.44
1671530400;20.12.2022;16:00:00;-0.15;61.83;701.98;0.06
1671534000;20.12.2022;17:00:00;-2.72;73.71;701.75;-2.51
1671537600;20.12.2022;18:00:00;-4.49;80.49;701.78;-4.27
1671541200;20.12.2022;19:00:00;-5.23;85.35;701.9;-4.99
1671544800;20.12.2022;20:00:00;-5.27;81.38;701.77;-5.02
1671548400;20.12.2022;21:00:00;-5.33;79.76;701.63;-5.08
1671552000;20.12.2022;22:00:00;-4.98;76.66;701.62;-4.72
1671555600;20.12.2022;23:00:00;-6.32;81.31;701.45;-6.06
1671559200;21.12.2022;00:00:00;-6.87;84.5;701.51;-6.6
1671562800;21.12.2022;01:00:00;-7.21;86.28;701.4;-6.94
1671566400;21.12.2022;02:00:00;-7.65;86.69;701.39;-7.37
1671570000;21.12.2022;03:00:00;-8.1;86.98;701.52;-7.83
1671573600;21.12.2022;04:00:00;-7.98;88.13;701.42;-7.71
1671577200;21.12.2022;05:00:00;-8.18;87.74;701.45;-7.91
1671580800;21.12.2022;06:00:00;-8.84;87.07;701.52;-8.57
1671584400;21.12.2022;07:00:00;-9.2;86.98;701.49;-8.92
1671588000;21.12.2022;08:00:00;-9.33;86.62;701.51;-9.05
