UNIXTIME;Дата;Время;Температура за окном;Атмосферное давление
1678126920;07.03.2023;00:22:00;8.03;704.2
1678128660;07.03.2023;00:51:00;7.98;704.03
1678130340;07.03.2023;01:19:00;7.34;703.99
1678132080;07.03.2023;01:48:00;6.76;704.21
1678133820;07.03.2023;02:17:00;6.74;704.06
1678135560;07.03.2023;02:46:00;7.39;703.93
1678137300;07.03.2023;03:15:00;7.2;703.84
1678138980;07.03.2023;03:43:00;6.95;703.7
1678140720;07.03.2023;04:12:00;6.86;703.56
1678142460;07.03.2023;04:41:00;6.78;703.61
1678144200;07.03.2023;05:10:00;6.96;703.26
1678145940;07.03.2023;05:39:00;7.35;703.02
1678147620;07.03.2023;06:07:00;5.45;703.04
1678149360;07.03.2023;06:36:00;5.23;703.12
1678151100;07.03.2023;07:05:00;4.85;703.4
1678152840;07.03.2023;07:34:00;4.66;703.38
1678154520;07.03.2023;08:02:00;6.79;703.21
1678156260;07.03.2023;08:31:00;10.22;703.25
1678158000;07.03.2023;09:00:00;13.48;703.24
1678159740;07.03.2023;09:29:00;17.58;703.16
1678161480;07.03.2023;09:58:00;15.37;702.89
1678163220;07.03.2023;10:27:00;15.43;702.78
1678164960;07.03.2023;10:56:00;15.09;702.6
1678166700;07.03.2023;11:25:00;16.41;702.15
1678168440;07.03.2023;11:54:00;17.95;701.91
1678170120;07.03.2023;12:22:00;18.37;701.78
1678171860;07.03.2023;12:51:00;21.53;701.8
1678173600;07.03.2023;13:20:00;23;701.68
1678175340;07.03.2023;13:49:00;20.5;701.38
1678177080;07.03.2023;14:18:00;22.08;701.36
1678178820;07.03.2023;14:47:00;21.71;701.27
1678180500;07.03.2023;15:15:00;21.64;701.24
1678182240;07.03.2023;15:44:00;19.83;701.06
1678183980;07.03.2023;16:13:00;19.53;701.03
1678185720;07.03.2023;16:42:00;19.14;701.09
1678187400;07.03.2023;17:10:00;18.7;700.96
1678189140;07.03.2023;17:39:00;18.16;701.03
1678190880;07.03.2023;18:08:00;17.55;701.05
1678192620;07.03.2023;18:37:00;16.49;700.91
1678194300;07.03.2023;19:05:00;15.19;700.98
1678196040;07.03.2023;19:34:00;14.22;701.02
1678197780;07.03.2023;20:03:00;13.05;700.87
1678199520;07.03.2023;20:32:00;12.46;700.68
1678201200;07.03.2023;21:00:00;11.15;700.6
1678202940;07.03.2023;21:29:00;10.67;700.46
1678204680;07.03.2023;21:58:00;10.42;700.36
1678206420;07.03.2023;22:27:00;9.51;700.53
1678208160;07.03.2023;22:56:00;8.74;700.55
1678209900;07.03.2023;23:25:00;8.45;700.31
1678211580;07.03.2023;23:53:00;8.11;700.07
1678213320;08.03.2023;00:22:00;7.4;700.12
1678215060;08.03.2023;00:51:00;7.27;700.07
1678216800;08.03.2023;01:20:00;7.02;699.82
1678218540;08.03.2023;01:49:00;6.77;699.47
1678220220;08.03.2023;02:17:00;6.68;699.4
1678221960;08.03.2023;02:46:00;6.53;699.37
1678223700;08.03.2023;03:15:00;6.57;699.16
1678225440;08.03.2023;03:44:00;6.25;698.96
1678227180;08.03.2023;04:13:00;6.11;698.93
1678228860;08.03.2023;04:41:00;6.12;698.9
1678230600;08.03.2023;05:10:00;6.63;698.79
1678232340;08.03.2023;05:39:00;6.78;698.56
1678234080;08.03.2023;06:08:00;6.3;698.68
1678235820;08.03.2023;06:37:00;6;698.76
1678237500;08.03.2023;07:05:00;5.8;698.7
1678239240;08.03.2023;07:34:00;5.78;698.74
1678240980;08.03.2023;08:03:00;6.64;698.82
1678242720;08.03.2023;08:32:00;8.15;698.81
1678244400;08.03.2023;09:00:00;8.76;699.07
1678246140;08.03.2023;09:29:00;9.79;698.98
1678247880;08.03.2023;09:58:00;11.01;698.71
1678249620;08.03.2023;10:27:00;11.73;698.64
1678251360;08.03.2023;10:56:00;14.15;698.74
1678253100;08.03.2023;11:25:00;14.17;698.56
1678254780;08.03.2023;11:53:00;14.77;698.35
1678256520;08.03.2023;12:22:00;14.96;698.02
1678258260;08.03.2023;12:51:00;15.24;697.86
1678260000;08.03.2023;13:20:00;15.28;697.63
1678261740;08.03.2023;13:49:00;15.4;697.54
1678263420;08.03.2023;14:17:00;15.53;697.42
1678265160;08.03.2023;14:46:00;15.53;697.1
1678268640;08.03.2023;15:44:00;15.18;697.03
1678270380;08.03.2023;16:13:00;15.08;697.11
1678273800;08.03.2023;17:10:00;14.08;701.03
1678275540;08.03.2023;17:39:00;14.21;703.62
1678277280;08.03.2023;18:08:00;14.12;704.79
1678279020;08.03.2023;18:37:00;13.88;705.49
1678280700;08.03.2023;19:05:00;12.54;706.16
1678282440;08.03.2023;19:34:00;10.78;706.83
1678284180;08.03.2023;20:03:00;10.16;708.16
1678285920;08.03.2023;20:32:00;8.47;708.98
1678287600;08.03.2023;21:00:00;7.17;709.43
1678289340;08.03.2023;21:29:00;6.66;710
1678291080;08.03.2023;21:58:00;6.21;710.33
1678292820;08.03.2023;22:27:00;6.18;710.9
1678294500;08.03.2023;22:55:00;5.64;710.66
1678296240;08.03.2023;23:24:00;5.63;710.76
1678297980;08.03.2023;23:53:00;5.11;710.66
1678299720;09.03.2023;00:22:00;4.56;710.58
1678301400;09.03.2023;00:50:00;4.09;710.48
1678303140;09.03.2023;01:19:00;3.79;710.42
1678304880;09.03.2023;01:48:00;3.59;710.3
1678306560;09.03.2023;02:16:00;4.09;709.99
1678308300;09.03.2023;02:45:00;4.05;709.93
1678310040;09.03.2023;03:14:00;3.51;709.79
1678311780;09.03.2023;03:43:00;3.65;709.65
1678313520;09.03.2023;04:12:00;3.74;709.37
1678315260;09.03.2023;04:41:00;3.79;709.33
1678316940;09.03.2023;05:09:00;3.96;709.47
1678318680;09.03.2023;05:38:00;3.09;709.46
1678320420;09.03.2023;06:07:00;2.9;709.24
1678322160;09.03.2023;06:36:00;2.83;709.22
1678323900;09.03.2023;07:05:00;2.91;709.11
1678325580;09.03.2023;07:33:00;2.75;709
1678327320;09.03.2023;08:02:00;2.65;708.96
1678329060;09.03.2023;08:31:00;1.87;708.89
1678330800;09.03.2023;09:00:00;1.96;708.81
1678332540;09.03.2023;09:29:00;2.48;708.88
1678334220;09.03.2023;09:57:00;2.79;708.89
1678335960;09.03.2023;10:26:00;3.12;709
1678337700;09.03.2023;10:55:00;3.65;708.75
1678339440;09.03.2023;11:24:00;4.28;708.78
1678341120;09.03.2023;11:52:00;4.88;708.58
1678342860;09.03.2023;12:21:00;6.45;708.29
1678344600;09.03.2023;12:50:00;6.4;708.26
1678346340;09.03.2023;13:19:00;6.91;708.35
1678348080;09.03.2023;13:48:00;7.79;708.3
1678349820;09.03.2023;14:17:00;6.83;708.23
1678351500;09.03.2023;14:45:00;7.69;708.08
1678353240;09.03.2023;15:14:00;7.95;707.98
1678354980;09.03.2023;15:43:00;8.03;707.94
1678356720;09.03.2023;16:12:00;7.97;707.93
1678358400;09.03.2023;16:40:00;7.93;708.02
1678360140;09.03.2023;17:09:00;7.51;708.08
1678361880;09.03.2023;17:38:00;7.48;708.15
1678363620;09.03.2023;18:07:00;7.48;708.12
1678365300;09.03.2023;18:35:00;7.2;708.19
1678367040;09.03.2023;19:04:00;7.28;708.18
1678368780;09.03.2023;19:33:00;6.92;708.27
1678370520;09.03.2023;20:02:00;6.06;708.24
1678372200;09.03.2023;20:30:00;5.42;708.27
1678373940;09.03.2023;20:59:00;5.04;708.36
1678375680;09.03.2023;21:28:00;4.5;708.46
1678377420;09.03.2023;21:57:00;4.53;708.44
1678379160;09.03.2023;22:26:00;4.08;708.44
1678380900;09.03.2023;22:55:00;3.68;708.38
1678382580;09.03.2023;23:23:00;3.41;708.21
1678384320;09.03.2023;23:52:00;3.01;708.21
1678387800;10.03.2023;00:50:00;2.27;708.02
1678389480;10.03.2023;01:18:00;1.92;707.93
1678391220;10.03.2023;01:47:00;1.57;707.87
1678392960;10.03.2023;02:16:00;1.46;707.99
1678394700;10.03.2023;02:45:00;1.42;708
1678396440;10.03.2023;03:14:00;1.08;707.96
1678398120;10.03.2023;03:42:00;0.91;707.95
1678399860;10.03.2023;04:11:00;0.74;707.72
1678401600;10.03.2023;04:40:00;0.69;707.64
1678403340;10.03.2023;05:09:00;0.06;707.5
1678405020;10.03.2023;05:37:00;-0.28;707.55
1678406760;10.03.2023;06:06:00;-0.4;707.39
1678408500;10.03.2023;06:35:00;-0.49;707.33
1678410240;10.03.2023;07:04:00;-0.59;707.18
1678411980;10.03.2023;07:33:00;-0.05;707.11
1678413660;10.03.2023;08:01:00;1.13;706.96
1678415400;10.03.2023;08:30:00;2.32;706.8
1678417140;10.03.2023;08:59:00;3.68;706.77
1678418880;10.03.2023;09:28:00;4.25;706.95
1678420620;10.03.2023;09:57:00;4.2;706.88
1678422360;10.03.2023;10:26:00;9;706.65
1678424100;10.03.2023;10:55:00;8.24;706.56
1678425840;10.03.2023;11:24:00;8.58;706.37
1678427520;10.03.2023;11:52:00;11.01;706
1678429260;10.03.2023;12:21:00;12.62;705.77
1678431000;10.03.2023;12:50:00;14.17;705.62
1678432740;10.03.2023;13:19:00;16.26;705.19
1678434480;10.03.2023;13:48:00;14.54;704.97
1678436160;10.03.2023;14:16:00;16.23;704.54
1678437900;10.03.2023;14:45:00;17.81;704.31
1678439640;10.03.2023;15:14:00;18.64;703.98
1678441380;10.03.2023;15:43:00;16;703.73
1678443060;10.03.2023;16:11:00;16.03;703.58
1678444800;10.03.2023;16:40:00;15.67;703.62
1678446540;10.03.2023;17:09:00;15.27;703.63
1678448280;10.03.2023;17:38:00;14.81;703.79
1678450020;10.03.2023;18:07:00;14.13;703.72
1678451700;10.03.2023;18:35:00;13.3;703.6
1678453440;10.03.2023;19:04:00;12.43;703.64
1678455180;10.03.2023;19:33:00;11.66;703.69
1678456920;10.03.2023;20:02:00;11.16;703.76
1678458600;10.03.2023;20:30:00;10.79;703.55
1678460340;10.03.2023;20:59:00;9.66;703.31
1678462080;10.03.2023;21:28:00;8.87;703.17
1678463820;10.03.2023;21:57:00;8.41;703.04
1678465500;10.03.2023;22:25:00;8.11;703.01
1678467240;10.03.2023;22:54:00;8.75;703
1678468980;10.03.2023;23:23:00;8.05;703.2
1678470720;10.03.2023;23:52:00;7.68;703.22
1678472460;11.03.2023;00:21:00;7.12;703.03
1678474200;11.03.2023;00:50:00;6.91;702.82
1678475880;11.03.2023;01:18:00;6.53;702.83
1678477620;11.03.2023;01:47:00;6.71;702.66
1678479360;11.03.2023;02:16:00;6.04;702.56
1678481100;11.03.2023;02:45:00;6.36;702.22
1678482840;11.03.2023;03:14:00;5.74;701.96
1678484520;11.03.2023;03:42:00;5.16;701.86
1678486260;11.03.2023;04:11:00;4.7;701.78
1678488000;11.03.2023;04:40:00;5.45;701.76
1678489740;11.03.2023;05:09:00;5.66;701.79
1678491480;11.03.2023;05:38:00;4.5;701.67
1678493160;11.03.2023;06:06:00;4.11;701.75
1678494900;11.03.2023;06:35:00;4.43;701.87
1678496640;11.03.2023;07:04:00;4.11;701.76
1678498380;11.03.2023;07:33:00;4.85;701.74
1678500120;11.03.2023;08:02:00;7.51;701.64
1678501860;11.03.2023;08:31:00;10.87;701.7
1678503600;11.03.2023;09:00:00;14.47;701.72
1678505280;11.03.2023;09:28:00;17.57;701.71
1678507020;11.03.2023;09:57:00;17.17;701.55
1678508760;11.03.2023;10:26:00;18.34;701.38
1678510500;11.03.2023;10:55:00;17.67;701.03
1678512240;11.03.2023;11:24:00;19.37;700.76
1678513980;11.03.2023;11:53:00;22.03;700.36
1678515660;11.03.2023;12:21:00;21.19;700.15
1678517400;11.03.2023;12:50:00;22.03;699.99
1678519140;11.03.2023;13:19:00;23.97;699.68
1678520880;11.03.2023;13:48:00;23.23;699.52
1678522620;11.03.2023;14:17:00;23;699.48
1678524360;11.03.2023;14:46:00;24.39;699.34
1678526040;11.03.2023;15:14:00;22.75;699.21
1678527780;11.03.2023;15:43:00;21.88;699.19
1678529520;11.03.2023;16:12:00;21.5;699.19
1678531260;11.03.2023;16:41:00;20.52;699.2
1678532940;11.03.2023;17:09:00;20.07;699.1
1678534680;11.03.2023;17:38:00;19.68;699.12
1678536420;11.03.2023;18:07:00;19.06;699.04
1678538160;11.03.2023;18:36:00;18.33;699.11
1678539900;11.03.2023;19:05:00;17.28;699.11
1678541580;11.03.2023;19:33:00;16.22;699.16
1678543320;11.03.2023;20:02:00;15.2;699.26
1678545060;11.03.2023;20:31:00;14.52;699.37
1678546800;11.03.2023;21:00:00;14.22;699.38
1678548480;11.03.2023;21:28:00;13.26;699.55
1678550220;11.03.2023;21:57:00;12.98;699.76
1678551960;11.03.2023;22:26:00;13.29;699.73
1678553700;11.03.2023;22:55:00;13.5;699.83
1678555380;11.03.2023;23:23:00;12.83;699.93
1678557120;11.03.2023;23:52:00;13.67;699.96
1678558860;12.03.2023;00:21:00;11.71;699.87
1678560600;12.03.2023;00:50:00;12.09;699.87
1678562340;12.03.2023;01:19:00;11.55;699.9
1678564020;12.03.2023;01:47:00;11.63;699.97
1678565760;12.03.2023;02:16:00;12.25;700.01
1678567500;12.03.2023;02:45:00;12.22;700.01
1678569240;12.03.2023;03:14:00;12.51;700.03
1678570980;12.03.2023;03:43:00;12.26;699.99
1678572720;12.03.2023;04:12:00;11.85;700.32
1678574400;12.03.2023;04:40:00;11.35;700.64
1678576140;12.03.2023;05:09:00;12.07;700.86
1678577880;12.03.2023;05:38:00;13.05;701.12
1678579620;12.03.2023;06:07:00;13.33;701.37
1678581360;12.03.2023;06:36:00;12.3;701.73
1678583040;12.03.2023;07:04:00;12.15;701.95
1678584780;12.03.2023;07:33:00;12.15;702.18
1678586520;12.03.2023;08:02:00;12.9;702.39
1678588260;12.03.2023;08:31:00;14.02;702.64
1678590000;12.03.2023;09:00:00;14.44;702.74
1678591740;12.03.2023;09:29:00;15.04;702.84
1678593420;12.03.2023;09:57:00;14.33;702.71
1678595160;12.03.2023;10:26:00;14.77;702.46
1678596900;12.03.2023;10:55:00;16.54;702.14
1678598640;12.03.2023;11:24:00;18.54;701.75
1678600380;12.03.2023;11:53:00;16.9;701.54
1678602060;12.03.2023;12:21:00;18.22;701.3
1678603800;12.03.2023;12:50:00;17.07;700.91
1678605540;12.03.2023;13:19:00;18.82;700.63
1678607280;12.03.2023;13:48:00;17.97;700.47
1678610700;12.03.2023;14:45:00;17.49;700.64
1678614180;12.03.2023;15:43:00;16.36;701.21
1678615920;12.03.2023;16:12:00;15.51;701.45
1678617660;12.03.2023;16:41:00;15.32;701.69
1678619340;12.03.2023;17:09:00;14.55;701.69
1678621080;12.03.2023;17:38:00;13.84;701.9
1678622820;12.03.2023;18:07:00;12.76;702.25
1678624500;12.03.2023;18:35:00;12.18;702.4
1678626240;12.03.2023;19:04:00;11.75;702.77
1678627980;12.03.2023;19:33:00;11.49;702.95
1678629720;12.03.2023;20:02:00;11.32;703.16
1678631400;12.03.2023;20:30:00;10.91;703.2
1678633140;12.03.2023;20:59:00;10.79;703.1
1678634880;12.03.2023;21:28:00;10.79;703.17
1678636620;12.03.2023;21:57:00;10.65;703.32
1678638360;12.03.2023;22:26:00;10.45;703.55
1678640040;12.03.2023;22:54:00;10.36;703.78
1678641780;12.03.2023;23:23:00;8.99;704.26
1678643520;12.03.2023;23:52:00;8.34;704.71
1678647000;13.03.2023;00:50:00;7.53;705.62
1678648740;13.03.2023;01:19:00;7.53;705.53
1678650420;13.03.2023;01:47:00;7.33;705.56
1678652160;13.03.2023;02:16:00;7.32;705.77
1678653900;13.03.2023;02:45:00;7.38;705.83
1678657380;13.03.2023;03:43:00;7.52;705.83
1678659120;13.03.2023;04:12:00;7.47;705.75
1678660800;13.03.2023;04:40:00;7.4;705.79
1678662540;13.03.2023;05:09:00;7.16;705.98
1678664280;13.03.2023;05:38:00;6.96;706.14
1678666020;13.03.2023;06:07:00;6.86;706.31
1678667760;13.03.2023;06:36:00;6.75;706.39
1678669440;13.03.2023;07:04:00;6.29;706.52
1678671180;13.03.2023;07:33:00;6.18;706.6
1678672920;13.03.2023;08:02:00;6.22;706.64
1678674660;13.03.2023;08:31:00;6.36;706.8
1678676400;13.03.2023;09:00:00;6.52;706.85
1678678080;13.03.2023;09:28:00;6.83;707.07
1678679820;13.03.2023;09:57:00;7.09;707.19
1678681560;13.03.2023;10:26:00;7.26;707.29
1678683300;13.03.2023;10:55:00;7.94;707.31
1678685040;13.03.2023;11:24:00;7.86;707.41
1678686780;13.03.2023;11:53:00;8.42;707.52
1678688520;13.03.2023;12:22:00;8.62;707.51
1678690200;13.03.2023;12:50:00;9.64;707.39
1678691940;13.03.2023;13:19:00;13.5;707.18
1678693680;13.03.2023;13:48:00;11.76;707.05
1678695420;13.03.2023;14:17:00;10.43;707.01
1678697160;13.03.2023;14:46:00;11.04;706.99
1678698840;13.03.2023;15:14:00;10.61;706.96
1678702320;13.03.2023;16:12:00;10.52;706.98
1678704060;13.03.2023;16:41:00;9.78;707
1678705740;13.03.2023;17:09:00;9.03;707.14
1678707480;13.03.2023;17:38:00;7.99;707.18
1678709220;13.03.2023;18:07:00;7.6;707.21
1678710960;13.03.2023;18:36:00;7.26;707.23
1678712700;13.03.2023;19:05:00;6.7;707.24
1678714380;13.03.2023;19:33:00;6.34;707.14
1678716120;13.03.2023;20:02:00;5.67;707.19
1678717860;13.03.2023;20:31:00;5.12;707.09
1678721340;13.03.2023;21:29:00;5.27;707.16
1678723020;13.03.2023;21:57:00;5.04;707.11
1678725300;13.03.2023;22:35:00;4.91;706.85
1678726980;13.03.2023;23:03:00;4.73;706.58
1678728720;13.03.2023;23:32:00;4.57;706.31
1678730460;14.03.2023;00:01:00;4.8;706.15
1678732140;14.03.2023;00:29:00;4.58;706.04
1678733880;14.03.2023;00:58:00;4.48;705.92
1678735620;14.03.2023;01:27:00;4.5;705.72
1678737360;14.03.2023;01:56:00;4.68;705.59
1678739040;14.03.2023;02:24:00;4.02;705.43
1678740780;14.03.2023;02:53:00;3.53;705.44
1678742520;14.03.2023;03:22:00;2.96;705.41
1678744200;14.03.2023;03:50:00;3.21;705.36
1678745940;14.03.2023;04:19:00;2.87;705.4
1678747680;14.03.2023;04:48:00;2.64;705.47
1678749420;14.03.2023;05:17:00;2.74;705.47
1678751100;14.03.2023;05:45:00;2.81;705.49
1678756320;14.03.2023;07:12:00;3;705.39
1678758000;14.03.2023;07:40:00;3.06;705.34
1678759740;14.03.2023;08:09:00;3.32;705.35
1678761480;14.03.2023;08:38:00;3.71;705.39
1678763160;14.03.2023;09:06:00;3.96;705.46
1678764900;14.03.2023;09:35:00;3.75;705.48
1678766640;14.03.2023;10:04:00;2.89;705.45
1678768380;14.03.2023;10:33:00;3.09;705.5
1678770060;14.03.2023;11:01:00;4.07;705.31
1678771800;14.03.2023;11:30:00;4.21;705.11
1678773540;14.03.2023;11:59:00;4.9;704.99
1678775280;14.03.2023;12:28:00;5.42;704.84
1678776960;14.03.2023;12:56:00;5.96;704.71
1678778700;14.03.2023;13:25:00;6.62;704.54
1678780440;14.03.2023;13:54:00;7.31;704.34
1678782180;14.03.2023;14:23:00;8.81;704.06
1678783920;14.03.2023;14:52:00;11.2;703.94
1678785600;14.03.2023;15:20:00;10.21;703.68
1678787340;14.03.2023;15:49:00;10.02;703.65
1678789080;14.03.2023;16:18:00;10.14;703.64
1678790820;14.03.2023;16:47:00;11.08;703.48
1678792500;14.03.2023;17:15:00;10.55;703.61
1678794240;14.03.2023;17:44:00;9.41;703.7
1678795980;14.03.2023;18:13:00;8.62;703.88
1678797660;14.03.2023;18:41:00;7.48;704.01
1678799400;14.03.2023;19:10:00;6.82;704.09
1678801140;14.03.2023;19:39:00;6.43;704.16
1678802880;14.03.2023;20:08:00;6.04;704.29
1678804560;14.03.2023;20:36:00;5.82;704.24
1678806300;14.03.2023;21:05:00;5.43;704.1
1678808040;14.03.2023;21:34:00;5.08;704.26
1678809780;14.03.2023;22:03:00;4.65;704.21
1678811520;14.03.2023;22:32:00;5.04;704.12
1678813200;14.03.2023;23:00:00;4.59;703.96
1678814940;14.03.2023;23:29:00;4.55;703.85
1678818420;15.03.2023;00:27:00;3.26;703.67
1678820100;15.03.2023;00:55:00;3.04;703.57
1678821840;15.03.2023;01:24:00;2.53;703.52
1678823580;15.03.2023;01:53:00;2.22;703.39
1678825260;15.03.2023;02:21:00;1.99;703.36
1678827000;15.03.2023;02:50:00;1.79;703.04
1678828740;15.03.2023;03:19:00;1.64;702.8
1678830480;15.03.2023;03:48:00;1.05;702.72
1678832160;15.03.2023;04:16:00;0.78;702.71
1678833900;15.03.2023;04:45:00;0.7;702.7
1678835640;15.03.2023;05:14:00;0.52;702.74
1678837380;15.03.2023;05:43:00;0.42;702.85
1678839060;15.03.2023;06:11:00;0.11;702.94
1678840800;15.03.2023;06:40:00;0.25;702.86
1678842540;15.03.2023;07:09:00;0.13;702.85
1678844280;15.03.2023;07:38:00;2.25;702.86
1678845960;15.03.2023;08:06:00;5.85;702.93
1678847700;15.03.2023;08:35:00;6.61;703.04
1678849440;15.03.2023;09:04:00;7.43;703.13
1678851180;15.03.2023;09:33:00;12.35;703.13
1678852920;15.03.2023;10:02:00;11.25;703.13
1678854660;15.03.2023;10:31:00;13.71;703.22
1678856400;15.03.2023;11:00:00;13.81;703.11
1678858080;15.03.2023;11:28:00;14.29;703.25
1678859820;15.03.2023;11:57:00;18.74;703.1
1678861560;15.03.2023;12:26:00;18.2;703.08
1678863300;15.03.2023;12:55:00;18.3;703.05
1678865040;15.03.2023;13:24:00;19.71;702.88
1678866720;15.03.2023;13:52:00;19.2;702.64
1678868460;15.03.2023;14:21:00;22.48;702.38
1678870200;15.03.2023;14:50:00;20.24;702.32
1678871880;15.03.2023;15:18:00;18.54;702.26
1678873620;15.03.2023;15:47:00;17.59;702.58
1678875360;15.03.2023;16:16:00;16.25;702.84
1678877040;15.03.2023;16:44:00;15.68;703.07
1678878780;15.03.2023;17:13:00;15.38;703.18
1678880520;15.03.2023;17:42:00;14.63;703.46
1678882200;15.03.2023;18:10:00;13.98;703.73
1678883940;15.03.2023;18:39:00;13.43;704.08
1678887420;15.03.2023;19:37:00;12.89;704.57
